,challenge,understanding,inclusion,leadership,work,work_from_home,rights,burnout,issue,fatigue,awareness,skill,communication,result,learning,mental_health,discrimination,tolerance,advocacy,acceptance,new_normal,accessibility,lockdown,anxiety,depression,home_schooling,job,support,workplace,training,productivity,career,diversity,rest,pandemic,project,permanent,role,policy,isolation,meeting,task,employment,fear,recovery,compliance,balance,coaching,empathy,head,social_distancing,goal,position,manager,overload,accountability,deadline,shift,problem,target,management,routine,growth,remote_work,stress,commitment,online_learning,remote_learning,quarantine,mastery,mentorship,harassment,accommodation,resilience,discussion,shutdown,regulation,boss,feedback,standard,partnership,loneliness,coordinator,performance,development,direction,difficulty,frustration,law,break,oversight,equity,director,hours,dedication,collaboration,reopening,cooperation,rule,contract,leave,responsibility,office,sensory_environment,telecommuting,unemployment,sensitivity,achievement,guidance,virtual_work,containment,pressure,hurdle,team_leader,promotion,objective,occupation,expertise,chief,officer,virtual_meeting,ethics,freelance,flexibility,output,interaction,profession,fairness,obstacle,vacation,home_office,stability,honesty,efficiency,schedule,integrity,milestone,adjustment,vocation,supervisor,time_off,temporary,reliability,leisure,teamwork,boredom,uncertainty,appraisal,furlough,supervision,workload,lifting,assignment,advancement,cubicle,synergy,guideline,competency,desk,administrator,relaxation,procedure,health_crisis,loyalty,economic_impact,confinement,downtime,overtime,restriction,subordinate,digital_workspace,punctuality,outbreak,job_loss,online_platform,flexible_schedule,workstation,virtual_collaboration
2022-04-05,,8.0,34.0,5.0,23.0,,3.0,1.0,2.0,,64.0,1.0,4.0,,18.0,21.0,5.0,,3.0,61.0,,3.0,,5.0,4.0,,1.0,32.0,26.0,11.0,1.0,9.0,26.0,1.0,,4.0,,2.0,4.0,1.0,4.0,1.0,1.0,,1.0,,1.0,,1.0,4.0,,,,2.0,1.0,,2.0,,,,1.0,,,,8.0,,,,,,,,,,2.0,,,1.0,2.0,,,,1.0,,4.0,,1.0,,1.0,1.0,,3.0,,2.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-10,,3.0,9.0,1.0,13.0,1.0,1.0,1.0,1.0,,20.0,,2.0,1.0,11.0,11.0,1.0,,,17.0,,1.0,,4.0,2.0,,10.0,12.0,7.0,,,2.0,8.0,,1.0,,,,2.0,,1.0,,2.0,,,,,,2.0,,,,1.0,,1.0,,1.0,,3.0,,,,,,5.0,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,2.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-14,,5.0,31.0,3.0,54.0,,1.0,,2.0,,44.0,2.0,,,15.0,15.0,1.0,,1.0,45.0,,5.0,,6.0,2.0,,4.0,18.0,30.0,7.0,,3.0,18.0,1.0,,7.0,,,3.0,,2.0,,7.0,1.0,,,,2.0,,1.0,,,,1.0,1.0,,2.0,,1.0,,1.0,,,1.0,9.0,2.0,,,,,,,1.0,,2.0,,,,1.0,1.0,4.0,,,,8.0,,,1.0,,4.0,,6.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-15,,7.0,16.0,5.0,24.0,2.0,3.0,,,,29.0,,3.0,,13.0,19.0,4.0,,5.0,37.0,,6.0,,5.0,2.0,1.0,3.0,27.0,16.0,3.0,,1.0,16.0,,1.0,4.0,,,2.0,,2.0,1.0,1.0,3.0,,,,1.0,2.0,2.0,,,,2.0,1.0,1.0,,,2.0,,2.0,,1.0,1.0,8.0,2.0,,,,,,,,,1.0,,,1.0,,,1.0,,,2.0,3.0,,,,1.0,,,2.0,,1.0,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
2022-04-16,,6.0,17.0,2.0,13.0,,,,1.0,,13.0,,2.0,,15.0,13.0,3.0,,1.0,10.0,,3.0,,2.0,1.0,,1.0,7.0,2.0,1.0,,3.0,11.0,,,2.0,,1.0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,3.0,1.0,,1.0,,,,5.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22,,4.0,23.0,,21.0,,1.0,,,1.0,20.0,2.0,4.0,,24.0,17.0,,,1.0,23.0,,4.0,1.0,4.0,1.0,,4.0,17.0,16.0,7.0,1.0,4.0,12.0,,1.0,2.0,,,,,3.0,1.0,4.0,,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,,,,2.0,,,,2.0,,4.0,,,,,,,,,,3.0,,1.0,,2.0,2.0,,,,1.0,5.0,,,2.0,,,,1.0,3.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-24,,3.0,7.0,1.0,18.0,,4.0,,1.0,,17.0,,,,11.0,3.0,,,,12.0,,3.0,,1.0,,,2.0,13.0,4.0,3.0,1.0,,7.0,3.0,,2.0,,,1.0,,,,1.0,,1.0,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-26,,11.0,37.0,4.0,28.0,,2.0,,1.0,,37.0,2.0,5.0,,24.0,20.0,3.0,,3.0,48.0,,5.0,,6.0,4.0,,1.0,31.0,23.0,7.0,,1.0,24.0,2.0,1.0,2.0,,1.0,,1.0,3.0,,5.0,1.0,,,,,6.0,5.0,,1.0,1.0,,,,,1.0,1.0,,7.0,1.0,2.0,1.0,8.0,1.0,,,,,,1.0,,1.0,5.0,,,1.0,,,2.0,,,,6.0,,1.0,,,2.0,,1.0,3.0,1.0,,3.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2022-05-02,,6.0,16.0,6.0,23.0,1.0,3.0,1.0,,,21.0,1.0,1.0,,22.0,14.0,4.0,1.0,3.0,18.0,,7.0,,8.0,1.0,,5.0,17.0,11.0,8.0,,7.0,15.0,,1.0,1.0,,,,,,,10.0,1.0,1.0,,2.0,,5.0,1.0,,1.0,,1.0,1.0,,1.0,,4.0,,2.0,,5.0,,1.0,,,,,,,,1.0,,3.0,,,6.0,2.0,,2.0,,,,1.0,,1.0,,,,,4.0,2.0,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,,9.0,19.0,5.0,21.0,,2.0,,4.0,,35.0,,,1.0,10.0,31.0,3.0,,,7.0,,4.0,,5.0,2.0,,6.0,19.0,11.0,8.0,1.0,9.0,8.0,2.0,2.0,6.0,,2.0,,,,,9.0,1.0,,,,2.0,4.0,,,,,1.0,,,2.0,2.0,2.0,,1.0,,2.0,,2.0,,,,,,,,,,2.0,,,,2.0,1.0,1.0,,,2.0,3.0,1.0,,1.0,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,3.0,,,1.0,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12,,8.0,23.0,1.0,27.0,,3.0,1.0,2.0,,31.0,,3.0,,20.0,15.0,4.0,,1.0,3.0,,3.0,,2.0,,,3.0,11.0,18.0,5.0,1.0,4.0,13.0,2.0,,8.0,,1.0,1.0,,7.0,,5.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,2.0,,,2.0,2.0,,,,1.0,,4.0,1.0,,,,,,,,,4.0,,2.0,,,,3.0,,,1.0,3.0,1.0,2.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,2.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2022-05-15,,6.0,5.0,1.0,10.0,,2.0,,1.0,,17.0,,1.0,1.0,6.0,12.0,,,3.0,3.0,,3.0,,5.0,,,9.0,5.0,3.0,5.0,,4.0,5.0,2.0,1.0,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,2.0,,,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2022-05-23,,5.0,16.0,3.0,12.0,,1.0,,,,21.0,,3.0,1.0,9.0,17.0,3.0,,1.0,12.0,,1.0,,4.0,2.0,,2.0,24.0,6.0,5.0,,1.0,13.0,1.0,1.0,2.0,1.0,,,,4.0,1.0,1.0,1.0,,,,2.0,2.0,,,,,,,,,1.0,2.0,,1.0,,2.0,,4.0,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,1.0,3.0,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,,3.0,21.0,2.0,17.0,,1.0,,,,21.0,,,,16.0,13.0,,,1.0,4.0,,4.0,,6.0,,,4.0,19.0,8.0,2.0,,1.0,15.0,,,9.0,,,,,2.0,,1.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,2.0,,,,1.0,,,,,,1.0,,2.0,,1.0,,,,,3.0,2.0,,,1.0,1.0,,,6.0,,1.0,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2022-05-28,,3.0,7.0,,12.0,,1.0,,2.0,,13.0,,1.0,,6.0,8.0,2.0,,,13.0,,1.0,,2.0,1.0,,6.0,11.0,1.0,2.0,1.0,1.0,10.0,,,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,1.0,,4.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-29,,4.0,6.0,,5.0,,,,1.0,,16.0,2.0,,1.0,2.0,8.0,,,,16.0,,2.0,,1.0,,,4.0,13.0,1.0,5.0,,1.0,6.0,1.0,,3.0,,,,,,,,2.0,,1.0,,,2.0,1.0,,,,,,,,,1.0,,,2.0,,,3.0,,,,,,,,,,2.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02,,3.0,14.0,,12.0,1.0,4.0,,3.0,1.0,16.0,,2.0,1.0,8.0,6.0,1.0,1.0,1.0,6.0,,3.0,,3.0,,,4.0,10.0,11.0,3.0,,3.0,8.0,,2.0,,1.0,1.0,,,1.0,,3.0,,,,,,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,4.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,2.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-08,,8.0,8.0,1.0,16.0,,4.0,,2.0,,31.0,,1.0,,14.0,18.0,2.0,1.0,3.0,8.0,,8.0,,1.0,1.0,,6.0,14.0,8.0,7.0,,4.0,13.0,,,6.0,,2.0,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,2.0,,,1.0,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,4.0,3.0,,,,1.0,26.0,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-10,,4.0,10.0,3.0,27.0,,3.0,,3.0,,15.0,1.0,,1.0,11.0,22.0,1.0,,1.0,8.0,,3.0,,4.0,5.0,,4.0,38.0,56.0,11.0,,1.0,13.0,,1.0,6.0,,2.0,,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,3.0,1.0,,,,,,2.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,3.0,,,1.0,,,,,,2.0,5.0,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-11,,3.0,7.0,1.0,20.0,,4.0,,1.0,,13.0,,1.0,,6.0,14.0,,,2.0,12.0,,2.0,,2.0,,,3.0,19.0,14.0,9.0,,1.0,8.0,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,2.0,2.0,1.0,,,1.0,2.0,5.0,,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,2.0,3.0,,,,2.0,2.0,,,3.0,,,,,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-13,,4.0,19.0,3.0,13.0,1.0,2.0,,1.0,,21.0,,4.0,1.0,13.0,9.0,2.0,,,13.0,,3.0,,3.0,2.0,,3.0,28.0,22.0,3.0,1.0,,12.0,1.0,1.0,8.0,,,1.0,,,,1.0,,,,2.0,,,2.0,,1.0,,1.0,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,3.0,3.0,,,,9.0,1.0,,,1.0,2.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14,,7.0,11.0,4.0,14.0,,1.0,,1.0,1.0,18.0,,2.0,,16.0,21.0,,,,4.0,,1.0,,1.0,,,3.0,18.0,10.0,6.0,1.0,1.0,9.0,,,3.0,,,,,3.0,,1.0,,1.0,,,1.0,1.0,2.0,,1.0,,,,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,2.0,,,,,2.0,,,,,,2.0,,,1.0,,,,,1.0,,2.0,,1.0,,,,,1.0,,4.0,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
2022-06-17,,3.0,15.0,3.0,27.0,,6.0,,,,34.0,1.0,1.0,1.0,12.0,15.0,,,4.0,10.0,,2.0,,2.0,1.0,,4.0,19.0,6.0,7.0,1.0,2.0,13.0,,,6.0,,1.0,1.0,,2.0,,1.0,,,,,2.0,1.0,2.0,,,,1.0,2.0,,1.0,1.0,,,1.0,,2.0,,1.0,,,,,,,,,1.0,4.0,,1.0,,1.0,,,,,2.0,3.0,2.0,1.0,,2.0,,,1.0,1.0,3.0,,,,,1.0,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2022-06-18,,6.0,21.0,,16.0,,3.0,1.0,1.0,,46.0,,2.0,,3.0,8.0,,,,24.0,,4.0,,3.0,1.0,,3.0,27.0,9.0,14.0,,2.0,21.0,,3.0,4.0,,2.0,1.0,,1.0,,4.0,,1.0,,,,,2.0,,3.0,,1.0,1.0,1.0,,1.0,5.0,,1.0,,,,3.0,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,2.0,1.0,,,1.0,,,1.0,,3.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-20,,5.0,11.0,,25.0,,2.0,,1.0,,20.0,1.0,1.0,2.0,29.0,17.0,1.0,,5.0,3.0,,5.0,,7.0,2.0,,2.0,21.0,11.0,11.0,,2.0,11.0,,,10.0,,3.0,1.0,,,,1.0,1.0,,2.0,,8.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,2.0,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,4.0,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-22,,3.0,21.0,1.0,32.0,,,1.0,1.0,,58.0,1.0,2.0,2.0,6.0,14.0,,,2.0,13.0,1.0,7.0,,11.0,,,4.0,15.0,11.0,4.0,,,12.0,,,12.0,,1.0,,,2.0,,4.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,8.0,,,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,1.0,1.0,,3.0,1.0,,2.0,,,,,,,,1.0,2.0,,3.0,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2022-06-26,,1.0,9.0,,2.0,,1.0,,1.0,,26.0,1.0,1.0,,3.0,54.0,1.0,,2.0,2.0,,,,4.0,5.0,,2.0,10.0,3.0,3.0,,,6.0,1.0,,5.0,,,,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,2.0,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-02,,4.0,7.0,,12.0,,,,,,10.0,,1.0,,10.0,7.0,,,1.0,5.0,,1.0,,1.0,,,3.0,13.0,5.0,4.0,1.0,1.0,10.0,,,4.0,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2022-07-03,,5.0,1.0,,6.0,,8.0,1.0,1.0,,17.0,,,,4.0,6.0,1.0,1.0,1.0,2.0,,,,3.0,1.0,,,5.0,2.0,2.0,1.0,,6.0,1.0,,4.0,,,1.0,,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-04,,3.0,11.0,,7.0,,3.0,,3.0,1.0,27.0,1.0,2.0,,7.0,8.0,1.0,,,6.0,,,,5.0,2.0,,3.0,17.0,8.0,3.0,,,10.0,,,11.0,,1.0,1.0,,2.0,,1.0,1.0,,,,1.0,2.0,1.0,,,,1.0,1.0,,,,1.0,,,2.0,,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,2.0,,2.0,2.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05,,6.0,19.0,,38.0,,4.0,,4.0,,56.0,,4.0,2.0,13.0,26.0,3.0,,1.0,9.0,,3.0,,2.0,,,5.0,30.0,18.0,9.0,,2.0,14.0,,,7.0,,2.0,,,1.0,,7.0,,,,,2.0,,3.0,,1.0,,2.0,,,,,2.0,,1.0,1.0,,,1.0,,,,,,1.0,,,,5.0,,,,2.0,,1.0,,,1.0,7.0,,,,1.0,3.0,,,2.0,2.0,,,,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-07,,8.0,9.0,1.0,16.0,1.0,7.0,,,,13.0,1.0,1.0,,5.0,12.0,2.0,,,6.0,,5.0,,3.0,,,4.0,16.0,15.0,4.0,1.0,1.0,19.0,2.0,1.0,3.0,,1.0,1.0,,1.0,,7.0,2.0,,,,1.0,,3.0,,,,2.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,2.0,,,,1.0,,2.0,,,2.0,3.0,,,,3.0,1.0,,2.0,,,,,,,1.0,,1.0,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-10,,6.0,7.0,,13.0,,1.0,2.0,2.0,,9.0,,1.0,,7.0,16.0,,,1.0,4.0,,1.0,,4.0,,,2.0,5.0,2.0,2.0,1.0,,16.0,,1.0,5.0,,1.0,,,1.0,1.0,,1.0,,,,2.0,2.0,3.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,,1.0,2.0,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,,3.0,11.0,,18.0,,2.0,,,,11.0,,2.0,,12.0,13.0,1.0,,,7.0,,5.0,,6.0,3.0,,2.0,21.0,15.0,7.0,,1.0,18.0,1.0,,6.0,,1.0,,,1.0,,2.0,1.0,,,,4.0,3.0,2.0,,1.0,,,2.0,,,2.0,5.0,,2.0,1.0,1.0,,,1.0,,,,,,,,,4.0,,,1.0,4.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,,8.0,14.0,2.0,21.0,,3.0,1.0,,,19.0,,,1.0,16.0,21.0,,,,9.0,,4.0,,4.0,1.0,,2.0,15.0,17.0,9.0,,2.0,19.0,,,4.0,,2.0,1.0,,3.0,,5.0,,,,,,1.0,1.0,,,1.0,,1.0,,,,2.0,,,1.0,,,2.0,,,,,,,,,,1.0,,1.0,1.0,2.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,,2.0,3.0,,1.0,,,,,,,2.0,,,1.0,1.0,,1.0,,,1.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-17,,3.0,12.0,,10.0,,1.0,,,,17.0,,3.0,,4.0,20.0,1.0,,,4.0,,2.0,,5.0,1.0,,3.0,10.0,1.0,4.0,1.0,4.0,9.0,,,3.0,,,,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,2.0,,,3.0,2.0,,,,,,,,1.0,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,,6.0,15.0,4.0,27.0,,,,1.0,,29.0,2.0,2.0,,10.0,13.0,,,,3.0,2.0,3.0,,4.0,,,4.0,22.0,13.0,11.0,,3.0,12.0,,,8.0,2.0,2.0,,1.0,4.0,,1.0,,,1.0,,8.0,1.0,,,,2.0,2.0,2.0,,,,,,3.0,,,,,,,,,,,,,,3.0,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,3.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-20,,9.0,51.0,1.0,17.0,,,,1.0,,20.0,,3.0,,10.0,26.0,,,2.0,4.0,,1.0,,6.0,1.0,,7.0,35.0,23.0,3.0,,2.0,15.0,,,3.0,1.0,3.0,,1.0,1.0,,4.0,,,,1.0,6.0,1.0,2.0,,,,1.0,,,,,4.0,,,1.0,,,2.0,,,,,,,,,1.0,4.0,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,3.0,,,,,1.0,,1.0,,9.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,,9.0,26.0,,8.0,,,5.0,1.0,,25.0,1.0,1.0,,12.0,17.0,1.0,,2.0,3.0,1.0,3.0,,4.0,1.0,,8.0,22.0,17.0,10.0,,2.0,16.0,1.0,,2.0,,1.0,1.0,1.0,5.0,,5.0,,1.0,,,2.0,1.0,,,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,,3.0,,4.0,1.0,2.0,,,,,,,,,,4.0,,,,1.0,,,,,1.0,,,,,1.0,,,3.0,3.0,2.0,,,,,,,1.0,,,,,,1.0,,2.0,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-22,,4.0,13.0,2.0,11.0,,2.0,,1.0,,19.0,2.0,1.0,,9.0,14.0,1.0,,3.0,3.0,,1.0,,2.0,1.0,,3.0,15.0,5.0,8.0,,3.0,14.0,1.0,,5.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,6.0,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,,1.0,,3.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
